job_id,ai_mentions,ai_details,data_mentions,data_details
KfyGieO3W0E2DuJeAAAAAA==,[],,"['Statistical Analysis', 'Data Mining', 'Data Cleaning', 'Big Data Analytics', 'Open-Source Intelligence (OSINT)', 'Python Programming']","Statistical Analysis: Used to identify statistical trends and anomalies in data to support intelligence and operational planning.; Data Mining: Extracting and interpreting data from multiple sources to uncover hidden opportunities and insights for customers and subordinate units.; Data Cleaning: Processing and preparing data to ensure accuracy and usability for analysis and intelligence products.; Big Data Analytics: Applying advanced analytic methods to large and complex datasets to produce finished planning, intelligence, and assessment products.; Open-Source Intelligence (OSINT): Utilizing publicly available information sources as part of intelligence analysis and operational support.; Python Programming: Basic programming skills used for data analysis and possibly automating data processing tasks."
IkHCXIwwAbWdvnuvAAAAAA==,[],,"['Python', 'R', 'SQL', 'MATLAB', 'Statistical Modeling', 'Data Visualization', 'Time-Series Forecasting', 'Pandas', 'NumPy', 'Excel', 'ETL (Extract, Transform, Load)', 'APIs', 'Data Cleaning and Preprocessing', 'Geospatial Analysis', 'Multi-Intelligence Spatial Temporal Tool (MIST)', 'Data Pipelines Automation', 'Machine Learning']","Python: Used as a primary programming language for data analysis, scripting, and automation of workflows.; R: Employed for statistical modeling, data visualization, and advanced data analysis tasks.; SQL: Utilized for querying, managing, and consolidating large structured datasets.; MATLAB: Applied for numerical computing, statistical modeling, and data analysis.; Statistical Modeling: Used to analyze large datasets and identify trends and patterns relevant to long-term assessments.; Data Visualization: Creating visual representations of data to inform operational decisions and capability assessments.; Time-Series Forecasting: Applied to predict trends and patterns over time, particularly for campaign planning.; Pandas: A Python library used for data manipulation and analysis, especially for handling tabular data.; NumPy: Used for numerical operations and efficient handling of large datasets in Python.; Excel: Utilized for data manipulation, reporting, and creating custom analytics solutions.; ETL (Extract, Transform, Load): Processes automated via scripting to streamline data extraction, transformation, and loading from various sources.; APIs: Used to extract and integrate data from multiple sources for analysis.; Data Cleaning and Preprocessing: Essential for consolidating unfiltered and unstructured datasets to prepare for analysis.; Geospatial Analysis: Applied to analyze spatial data relevant to Unmanned Aerial Systems (UAS) activities.; Multi-Intelligence Spatial Temporal Tool (MIST): An IC tool integrated into workflows for spatial-temporal data analysis and automation.; Data Pipelines Automation: Developing scripts and workflows to automate data handling and processing tasks.; Machine Learning: Familiarity with AI/ML models to process and analyze large datasets, supporting analytic solution development."
B20-wXs7f5F0FLLRAAAAAA==,[],,"['Predictive Modeling', 'Data Extraction and Transformation', 'Statistical and Machine Learning Techniques', 'Exploratory Data Analysis (EDA)', 'Entity Resolution', 'Supervised and Unsupervised Learning', 'Cluster Analysis', 'AutoML Platforms', 'Big Data Technologies', 'Programming Languages for Data Science', 'Machine Learning Model Lifecycle Management', 'Text/Data Classification and Categorization']","Predictive Modeling: Used to develop analytics solutions that support law enforcement mission-critical activities by forecasting outcomes based on CBP transactional data.; Data Extraction and Transformation: Involves extracting, cleaning, and transforming CBP transactional and associated datasets to prepare data for model development.; Statistical and Machine Learning Techniques: Applied to develop, evaluate, and deploy predictive analytical models that inform mission decisions.; Exploratory Data Analysis (EDA): Performed through constructing and executing queries to extract data supporting model development and understanding data patterns.; Entity Resolution: Techniques such as record linking, named entity matching, and deduplication used to identify and merge related data records.; Supervised and Unsupervised Learning: Utilized to identify patterns and anomalies in large datasets, including classification and clustering methods.; Cluster Analysis: Includes methods like K-means, K-nearest Neighbor, Hierarchical clustering, and Principal Component Analysis for segmentation and pattern discovery.; AutoML Platforms: Tools such as AWS Sagemaker, DataRobot, and DataBricks used to automate machine learning model development and deployment.; Big Data Technologies: Technologies like Hadoop, HIVE, HDFS, HBase, MapReduce, Spark, Kafka, and Sqoop used to handle and process large-scale datasets.; Programming Languages for Data Science: Languages including R, Python, Scala, Java, and SQL/Spark used for data manipulation, analysis, and model development.; Machine Learning Model Lifecycle Management: Experience in full lifecycle development, deployment, and monitoring of machine learning models across platforms.; Text/Data Classification and Categorization: Automated methods applied to classify and categorize text and data for threat and intelligence analysis."
GUK-1LrCOzXGi2q7AAAAAA==,[],,"['Machine Learning', 'Statistical Inference', 'Segmentation', 'Predictive Modeling', 'Bayesian Networks', 'Regression Models', 'Hierarchical and Mixed Models', 'Data Pipelines', 'Web Scraping', 'Big Data Analysis Tools', 'R / RStudio', 'Python', 'SAS', 'SQL', 'NoSQL', 'Cloud Machine Learning Platforms', 'TensorFlow', 'Scikit-learn', 'Caret']","Machine Learning: Used to build predictive models and extract value from large business datasets to solve complex problems.; Statistical Inference: Applied to analyze data and derive insights for decision-making and business understanding.; Segmentation: Used to categorize customers or data points to improve understanding of customer groups and communities.; Predictive Modeling: Employed to forecast outcomes and support business decisions using historical data.; Bayesian Networks: Utilized for probabilistic modeling and inference within complex data relationships.; Regression Models: Applied linear and non-linear regression techniques to model relationships between variables.; Hierarchical and Mixed Models: Used multi-level modeling approaches to analyze data with nested or grouped structures.; Data Pipelines: Built scalable pipelines to process and prepare data for analysis and modeling.; Web Scraping: Collected unstructured data from web sources to augment datasets for analysis.; Big Data Analysis Tools: Leveraged tools and techniques to handle and analyze large-scale datasets.; R / RStudio: Used for statistical computing, data analysis, and visualization.; Python: Employed for scripting, data manipulation, and building machine learning models.; SAS: Utilized for advanced statistical analysis and data management.; SQL: Used to query and manage structured data in relational databases.; NoSQL: Applied to manage and query unstructured or semi-structured data.; Cloud Machine Learning Platforms: Used cloud services like AWS SageMaker to develop, train, and deploy machine learning models.; TensorFlow: Applied as a machine learning environment for building and training models.; Scikit-learn: Used as a machine learning library for model development and evaluation.; Caret: Utilized as an R package for streamlining the model training process."
PVL34lmAQd7hYR1QAAAAAA==,[],,"['Data Mining', 'Statistical Analysis', 'Trend Analysis', 'Causal Analysis', 'Operations Research Methods', 'Pattern Analysis', 'Power BI', 'Logistics Management Program', 'Vantage', 'Virtual Contracting Enterprise', 'General Fund Enterprise Business System (GFEBS)', 'SAP Business Objects/Web Intelligence Reports', 'Microsoft SharePoint', 'Procurement Desktop Defense (PD2)', 'Procurement Automated Data and Document System (PADDS)', 'Data Manipulation', 'Programming with R', 'Programming with Python', 'SQL', 'Data Visualization', 'Data Cleaning and Preparation']","Data Mining: Used to extract complex patterns and insights from large datasets to support the Army project mission.; Statistical Analysis: Applied to analyze trends and causal relationships in operational data for decision-making.; Trend Analysis: Performed to identify and interpret patterns over time relevant to operational environments.; Causal Analysis: Used to determine cause-effect relationships within operational data to inform recommendations.; Operations Research Methods: Integrated into analytics to support complex problem-solving and decision-making for DoD clients.; Pattern Analysis: Employed to detect meaningful patterns in structured and unstructured data for operational insights.; Power BI: Primary data visualization and reporting tool used to create dashboards and monthly contract reports.; Logistics Management Program: Used as a domain-specific tool for research and analysis in logistics and operations.; Vantage: Applied as a tool for data analysis and reporting within the federal government context.; Virtual Contracting Enterprise: Utilized for managing contracting data and supporting analytics in procurement processes.; General Fund Enterprise Business System (GFEBS): Used for financial and business data analysis in government operations.; SAP Business Objects/Web Intelligence Reports: Employed for business intelligence reporting and data visualization.; Microsoft SharePoint: Used for collaboration and document management related to data projects.; Procurement Desktop Defense (PD2): Applied as a contract writing system supporting data analysis in procurement.; Procurement Automated Data and Document System (PADDS): Used for managing procurement data and supporting analytics.; Data Manipulation: Critical skill for cleaning, transforming, and preparing data for analysis.; Programming with R: Used for statistical computing and advanced data analysis.; Programming with Python: Applied for data cleaning, analysis, and scripting within the analytics workflow.; SQL: Used to query and manage structured data from relational databases.; Data Visualization: Essential for communicating analytical results to stakeholders through visual formats.; Data Cleaning and Preparation: Performed to ensure data quality and readiness for analysis and reporting."
yI7QAjplPR6bzEDNAAAAAA==,[],,"['Data Analysis', 'Data Methodologies', 'Data Visualization', 'Databases', 'Scripting Languages', 'Key Performance Indicators', 'Microsoft Office Suite']","Data Analysis: The role involves analyzing data-rich environments to extract meaningful insights and support decision-making for USSOUTHCOM.; Data Methodologies: Researching, developing, and testing data methodologies to generate cross-functional solutions through data collection and analysis.; Data Visualization: Applying data visualization techniques in various formats to present findings and recommendations to clients and stakeholders.; Databases: Utilizing knowledge of databases to access and manipulate data for analysis and reporting.; Scripting Languages: Using scripting languages to support data analysis tasks and automate processes.; Key Performance Indicators: Establishing quantitative and qualitative metrics and KPIs to drive technical outcomes and measure success.; Microsoft Office Suite: Leveraging Microsoft Office tools to communicate data findings and support stakeholder engagement."
yoVv58rWQmBHm6H6AAAAAA==,[],,"['SQL', 'Data Visualization', 'Data Quality Assessment', 'Data Process Mapping', 'Business Analysis', 'Data Models', 'Agile Methodologies']",SQL: Used for performing data analytics and querying relational databases to support report and dashboard creation.; Data Visualization: Constructing reports and dashboards to communicate meaningful insights to business teams and leadership.; Data Quality Assessment: Conducting rigorous analysis of data quality and root cause analysis of data issues to improve data reliability.; Data Process Mapping: Developing detailed documentation of current and future state data workflows to support NY Electric projects.; Business Analysis: Performing structured business analysis and generating well-defined requirements to translate business needs into data solutions.; Data Models: Applying knowledge of data models to understand and manage data relationships within business processes.; Agile Methodologies: Utilizing Agile ways of working to support digital product implementation and data transformation initiatives.
l0WHl7tPrmnuo4TaAAAAAA==,[],,"['Data Quality Assessment', 'Data Augmentation', 'Data Migration Planning', 'Data Validation', 'Python', 'SQL', 'Data Reporting', 'Data Loading and Evaluation']","Data Quality Assessment: Used to evaluate the integrity, completeness, and accuracy of datasets to ensure reliable analytics and reporting.; Data Augmentation: Applied to enhance datasets by adding or modifying data to improve downstream analysis and reporting.; Data Migration Planning: Involves forecasting and preparing for the transfer and transformation of data between systems to maintain data readiness.; Data Validation: Performed through checks for discrepancies, duplications, and anomalies to maintain data integrity before analysis.; Python: Used as a programming language for data manipulation, analysis, and scripting tasks within the data analyst role.; SQL: Utilized for querying and managing large and complex datasets stored in relational databases.; Data Reporting: Involves preparing and presenting data findings and recommendations to stakeholders in a clear and actionable manner.; Data Loading and Evaluation: Loading sample datasets into backend systems to assess data volume, format, and quality issues."
6cU9Z12IdFtIzkGiAAAAAA==,[],,"['Data Exploration', 'Data Cleaning', 'Data Analysis', 'Data Visualization', 'Data Mining', 'Statistical Programming', 'Predictive Modeling', 'Text Mining', 'Machine Learning', 'Natural Language Processing', 'Palantir Foundry', 'R', 'Python', 'SQL/NoSQL', 'Distributed Computing Tools', 'Gurobi', 'MySQL', 'Data Visualization Libraries', 'Advana', 'Vault']","Data Exploration: Used to investigate and understand data sets to uncover initial insights and patterns.; Data Cleaning: Applied to prepare and preprocess data by removing inconsistencies and errors for accurate analysis.; Data Analysis: Performed to extract meaningful information from structured and unstructured data sources.; Data Visualization: Used to create visual representations of data to support client delivery and decision-making.; Data Mining: Employed to discover patterns and relationships within large data sets.; Statistical Programming: Utilized for performing statistical analyses and modeling using languages like R and Python.; Predictive Modeling: Developed to forecast outcomes and support quantitative analyses for targeted data sources.; Text Mining: Applied to extract useful information from unstructured text data.; Machine Learning: Used to develop algorithms that learn from data to make predictions or classifications.; Natural Language Processing: Employed to analyze and interpret human language data as part of data analysis tasks.; Palantir Foundry: A platform used for integrating, managing, and analyzing complex data sets.; R: A programming language used for statistical computing and algorithm development.; Python: A general-purpose programming language used for data analysis, algorithm development, and scripting.; SQL/NoSQL: Database query languages used to manage and retrieve structured and semi-structured data.; Distributed Computing Tools: Technologies like MapReduce, Hadoop, Hive, EMR, Kafka, and Spark used to process large-scale data efficiently.; Gurobi: An optimization solver used for developing algorithms involving mathematical programming.; MySQL: A relational database management system used for storing and querying structured data.; Data Visualization Libraries: Tools such as Plotly, Seaborn, and ggplot2 used to create compelling visual data representations.; Advana: A data platform used for analytics and data integration in client environments.; Vault: A tool used for secure data storage and management."
fT5VGjF4Q3RHr25lAAAAAA==,"['Retrieval-Augmented Generation', 'AI/ML Integration']",Retrieval-Augmented Generation: Building RAG models on AWS Bedrock to enhance machine learning with retrieval-based generative AI capabilities.; AI/ML Integration: Integrating AI and machine learning models with applications and systems to enable intelligent automation.,"['Machine Learning', 'SQL', 'NoSQL', 'Big Data Platforms', 'Data Visualization Tools', 'Real-Time Data Processing', 'Data Science Frameworks', 'Statistical Analysis', 'Python', 'Scala', 'Unix Shell Scripting', 'Cloud Computing', 'API Integration']","Machine Learning: Developing and applying machine learning models for data analysis and automation within scalable data solutions.; SQL: Supporting SQL databases and data webforms, essential for managing structured data and API connections.; NoSQL: Utilizing NoSQL databases to handle unstructured or semi-structured data as part of data storage solutions.; Big Data Platforms: Experience with Hadoop, Spark, and Kafka to process and analyze large-scale data efficiently.; Data Visualization Tools: Using tools like Tableau and PowerBI to create dashboards and visual analytics for communicating insights.; Real-Time Data Processing: Designing and implementing solutions for processing data streams in real time to support timely analytics.; Data Science Frameworks: Designing and implementing frameworks to support data science workflows across multi-cloud environments.; Statistical Analysis: Applying statistical methods to analyze data and support machine learning model development.; Python: Programming language used for data science, machine learning, and automation tasks.; Scala: Programming language often used with big data platforms like Spark for data processing.; Unix Shell Scripting: Scripting skills to automate data workflows and manage data processing tasks.; Cloud Computing: Expertise in AWS, Azure, and other cloud platforms to deploy and scale data science and analytics solutions.; API Integration: Supporting API connections to enable data exchange and integration with other systems."
lREO_Gvf-mqPGqOtAAAAAA==,[],,"['Data Normalization', 'Data Scripting', 'ETL (Extract, Transform, Load)', 'Data Integration', 'ServiceNow Discovery', 'ServiceNow Service Mapping', 'Configuration Management Database (CMDB)', 'Event Management', 'Data Modeling', 'Database Design', 'Data Pipelines', 'Data Dictionary and Metadata Management', 'Dashboarding and KPI Reporting', 'Data Validation and Integrity Testing', 'Scripting Languages']","Data Normalization: Involved in standardizing data formats and structures to ensure consistency and quality across datasets.; Data Scripting: Writing scripts to manipulate, move, and integrate data within enterprise environments.; ETL (Extract, Transform, Load): Hands-on experience with processes and tools to extract data from sources, transform it, and load into target systems.; Data Integration: Combining data from different sources to provide a unified view for analysis and reporting.; ServiceNow Discovery: Using ServiceNow tools to automatically identify and map IT infrastructure components.; ServiceNow Service Mapping: Mapping relationships between IT services and infrastructure to support configuration management.; Configuration Management Database (CMDB): Maintaining a database of IT assets and their relationships to support service management and monitoring.; Event Management: Monitoring and managing IT events to detect and respond to issues proactively.; Data Modeling: Designing data structures and schemas to support efficient storage and retrieval.; Database Design: Creating and optimizing database schemas to support application and reporting needs.; Data Pipelines: Monitoring and improving workflows that move and process data across systems.; Data Dictionary and Metadata Management: Maintaining documentation and definitions of data elements to ensure clarity and compliance.; Dashboarding and KPI Reporting: Designing and enabling visual reports and key performance indicators for monitoring business metrics.; Data Validation and Integrity Testing: Ensuring accuracy and consistency of data across development, testing, and production environments.; Scripting Languages: Using JavaScript, Python, or PowerShell to automate data tasks and integrations."
jP9DTA35CxtBFLhCAAAAAA==,[],,"['Big Data Analytics', 'Relational Databases', 'Extract-Transform-Load (ETL)', 'Statistical Modeling', 'Data Visualization', 'Programming Languages for Data Science', 'Statistical Software Packages', 'Data Cleaning and Preparation', 'Geospatial Intelligence (GEOINT) Analysis', 'Matrix and Network Analytics', 'Government Off-The-Shelf (GOTS) Tools', 'ABI and SOM Tools', 'SQL and Database Management Systems']","Big Data Analytics: Developing methods to query, visualize, aggregate, correlate, and analyze large datasets across intelligence disciplines.; Relational Databases: Optimizing and understanding structured data storage and querying using relational database concepts to support analysis and visualization.; Extract-Transform-Load (ETL): Maintaining, moving, and manipulating data between applications using ETL procedures to prepare data for analysis.; Statistical Modeling: Writing scripts in languages like R, Python, Visual Basic to build statistical models for pattern extraction, hypothesis testing, and knowledge capture.; Data Visualization: Using tools such as ArcGIS, Excel, SPSS, SAS, Matlab, and R to visualize data temporally and spatially to support operational analysis.; Programming Languages for Data Science: Utilizing languages including Python, R, Visual Basic, Java, Javascript, and C++ for scripting and modeling large datasets.; Statistical Software Packages: Employing software like SPSS, SAS, Matlab, and R for advanced statistical analysis of operational data.; Data Cleaning and Preparation: Importing and cleaning analyst-provided datasets such as Excel and geospatial data to ensure data integrity.; Geospatial Intelligence (GEOINT) Analysis: Applying mathematical and statistical techniques to solve complex geospatial intelligence problems and visualize spatial-temporal data.; Matrix and Network Analytics: Using matrix and network analysis methods to visualize and analyze relationships within data.; Government Off-The-Shelf (GOTS) Tools: Utilizing specialized intelligence community tools like MIST, INTELBOOK, LINX, and WATCHBOX for data analytics.; ABI and SOM Tools: Applying ABI tools (including MIST) and SOM tools (SOM-C, GOWK, CEDALLION, ATLAS) for intelligence data analysis.; SQL and Database Management Systems: Using database systems such as Oracle, PostgreSQL, SQL Server, and Access for data storage, querying, and management."
jC4mf5O0NpszvA_FAAAAAA==,[],,"['Machine Learning', 'Structured Query Language (SQL)', 'Python Statistical Programming', 'R Statistical Programming', 'Data Visualization', 'Power BI', 'Tableau', 'Advana Data Science Platform', 'Microsoft Excel']","Machine Learning: Used to select features, create, and optimize classifiers for production-level data models in support of analytic efforts.; Structured Query Language (SQL): Applied for querying and managing big-data systems as part of data analytic tasks.; Python Statistical Programming: Utilized for statistical analysis and data modeling within the data science workflow.; R Statistical Programming: Used for statistical programming and data visualization to support analytic efforts.; Data Visualization: Employed to create visual representations of data to aid in presentations and decision-making.; Power BI: Preferred business intelligence tool for developing dashboards and visual analytics.; Tableau: Preferred BI tool for creating interactive data visualizations and reports.; Advana Data Science Platform: Preferred platform for data science initiatives within the Department of Defense context.; Microsoft Excel: Used for data manipulation, analysis, and presentation in support of analytic tasks."
q6-tTQUn2Sr0Hg9vAAAAAA==,[],,"['Machine Learning', 'Feature Selection', 'Classification', 'SQL', 'Python', 'R', 'Data Visualization', 'Power BI', 'Tableau', 'Big Data Systems', 'Production-Level Data Models', 'Microsoft Excel']","Machine Learning: Used to select features, create, and optimize classifiers for analytic efforts supporting the federal client.; Feature Selection: Applied as part of machine learning tools to improve classifier performance in data modeling.; Classification: Developed and optimized classifiers to support analytic tasks and data-driven decision making.; SQL: Used for querying and managing big-data systems as part of production-level data model development.; Python: Utilized for statistical programming and data analysis in support of data science tasks.; R: Employed for statistical programming and data analysis relevant to the job's analytic efforts.; Data Visualization: Implemented through tools like Power BI and Tableau to present complex data insights effectively.; Power BI: Preferred tool for creating dashboards and visualizing data to support client presentations.; Tableau: Preferred tool for data visualization and dashboard creation to aid analytic presentations.; Big Data Systems: Experience required in working with large-scale data environments to develop production-level models.; Production-Level Data Models: Developed and maintained models that support operational analytic needs within the DoD context.; Microsoft Excel: Used for data manipulation, analysis, and presentation as part of the data science workflow."
dLAcy4VGzii_2vfPAAAAAA==,"['AI Platform Development', 'AI Agent Frameworks']","AI Platform Development: Developing AI-based applications on a proprietary AI platform for cloud and secure lab deployment.; AI Agent Frameworks: Familiarity with frameworks that support autonomous AI agents, indicating involvement with modern AI systems.","['Time-Series Modeling', 'MLOps', 'Machine Learning Pipelines', 'Python', 'NumPy', 'Pandas', 'Jupyter Notebook', 'Statistical Data Analysis', 'Model Evaluation and Optimization', 'Open-Source Machine Learning Frameworks']","Time-Series Modeling: Used for training and analyzing models on sequential time-dependent data as part of the machine learning pipelines.; MLOps: Involved in managing machine learning model lifecycle including training, validation, deployment, and monitoring.; Machine Learning Pipelines: Developing, training, validating, and deploying end-to-end machine learning workflows.; Python: Primary programming language used for data science development and model engineering.; NumPy: Used for numerical computations and array operations essential in data processing and model development.; Pandas: Utilized for data manipulation and analysis within the data science workflows.; Jupyter Notebook: Environment for interactive development, experimentation, and documentation of data science projects.; Statistical Data Analysis: Applied for evaluating models and features through statistical methods to ensure performance and validity.; Model Evaluation and Optimization: Analyzing model performance metrics and implementing improvements to meet operational thresholds.; Open-Source Machine Learning Frameworks: Experience with frameworks like PyTorch, TensorFlow, and scikit-learn for model training and analysis."
vmRyubn28ldCTWSXAAAAAA==,"['Generative AI', 'AI-Enhanced Decision Systems', 'AI Engineering', 'ML-Ops Engineering for AI']",Generative AI: Developing and implementing generative AI solutions to address challenging problems as part of AI engineering.; AI-Enhanced Decision Systems: Proposing and executing research in AI-driven systems that enhance decision-making capabilities.; AI Engineering: Collaborating with AI engineers to develop AI models and systems integrated with data science workflows.; ML-Ops Engineering for AI: Working with ML-Ops engineers to build and maintain AI model deployment and lifecycle management pipelines.,"['Exploratory Data Analysis', 'Predictive Modeling', 'Anomaly Detection', 'Mathematical and Statistical Methods', 'Machine Learning Pipelines', 'Data Architecture and Cloud Engineering', 'Continuous Integration and Delivery for ML', 'Data Integration', 'Analytic Modeling and Programming', 'Data Visualization', 'Machine Learning', 'Data Mining', 'Advanced Statistical Analysis', 'Algorithms and Data Structures', 'High-Performance Computing', 'ELT (Extract, Load, Transform) Functions', 'DevOps Optimization']","Exploratory Data Analysis: Used to reveal data features of interest and understand data characteristics as part of the data science process.; Predictive Modeling: Applying machine-learned models to predict outcomes based on data, a core responsibility in the role.; Anomaly Detection: Identifying and analyzing anomalous data including metadata to detect irregularities or outliers.; Mathematical and Statistical Methods: Used for analyzing data and developing quantitative models to support decision-making.; Machine Learning Pipelines: Implementing workflows and pipelines to automate machine learning model development and deployment.; Data Architecture and Cloud Engineering: Leveraging modern data architectures and cloud platforms like AWS and Azure for data transformation and management.; Continuous Integration and Delivery for ML: Building CI/CD pipelines to support machine learning application deployment and updates.; Data Integration: Constructing usable datasets from multiple structured and unstructured data sources to meet customer needs.; Analytic Modeling and Programming: Performing scripting, programming, and analytic modeling to develop data-driven solutions.; Data Visualization: Creating interpretable visualizations to communicate data insights effectively.; Machine Learning: Designing and implementing machine learning models and algorithms to solve complex data problems.; Data Mining: Extracting patterns and knowledge from large datasets as part of the data science workflow.; Advanced Statistical Analysis: Applying advanced statistical techniques to analyze and interpret complex datasets.; Algorithms and Data Structures: Utilizing computer science fundamentals such as algorithms and data structures in data science solutions.; High-Performance Computing: Using HPC infrastructure to process and analyze large-scale data efficiently.; ELT (Extract, Load, Transform) Functions: Designing and deploying ELT processes for data ingestion and transformation in data pipelines.; DevOps Optimization: Optimizing DevOps procedures to support data science and machine learning workflows."
3BV0mxleNgf3IRb0AAAAAA==,"['AI Platform Development', 'AI Agent Frameworks']",AI Platform Development: Developing AI-based applications on a customer’s AI platform for cloud and secure lab deployment indicates working with modern AI systems.; AI Agent Frameworks: Familiarity with AI agent frameworks suggests involvement with autonomous or semi-autonomous AI systems.,"['Time-Series Modeling', 'Machine Learning Pipelines', 'MLOps', 'Python Data Science Libraries', 'Jupyter Notebooks', 'Statistical Data Analysis', 'Open-Source Machine Learning Frameworks', 'Model Performance Evaluation', 'Feature Engineering']","Time-Series Modeling: The role involves training models specifically on time series data, indicating the use of temporal data analysis techniques.; Machine Learning Pipelines: Responsibilities include training, validating, and deploying machine learning pipelines to operationalize predictive models.; MLOps: The job requires managing machine learning operations to ensure model deployment, monitoring, and lifecycle management.; Python Data Science Libraries: Strong proficiency in numpy and pandas is required for data manipulation and analysis within Python.; Jupyter Notebooks: Experience with Jupyter Notebook or similar environments is necessary for interactive data science development and experimentation.; Statistical Data Analysis: The role involves statistical analysis and evaluation of models and features to ensure robust data-driven insights.; Open-Source Machine Learning Frameworks: Experience with frameworks such as PyTorch, TensorFlow, and scikit-learn is preferred for model training and analysis.; Model Performance Evaluation: Analyzing and optimizing model performance using relevant metrics is a key responsibility.; Feature Engineering: Evaluating and engineering features is part of the model development and validation process."
hjhpBIewfePGk7gFAAAAAA==,[],,"['Causal Inference', 'Regression Discontinuity', 'Propensity Score Matching', 'Difference-in-Differences', 'Machine Learning', 'Python', 'R', 'SQL', 'AWS', 'H2O', 'Spark', 'Conda', 'Relational Databases', 'Data Integration']","Causal Inference: Used to develop and validate models assessing social impact of community initiatives and public programs.; Regression Discontinuity: A statistical method applied within causal inference to interpret results from community impact analyses.; Propensity Score Matching: A technique used to reduce bias in observational studies for evaluating social programs.; Difference-in-Differences: A statistical approach employed to measure the effect of interventions on community outcomes.; Machine Learning: Applied to analyze large-scale datasets and generate insights for community investments and financial well-being.; Python: Programming language used for data collection, cleaning, and analysis from diverse sources.; R: Statistical programming language utilized for data analysis and modeling in community impact research.; SQL: Used to query and manage relational databases containing structured data relevant to the analyses.; AWS: Cloud environment supporting large-scale data storage and processing for analytics workflows.; H2O: Machine learning platform leveraged for scalable model development and validation.; Spark: Big data processing framework used to handle and analyze large datasets efficiently.; Conda: Package and environment management system facilitating reproducible data science workflows.; Relational Databases: Data storage systems used to organize and retrieve structured data for analysis.; Data Integration: Combining structured and unstructured data from multiple sources including government reports and surveys to enrich analysis."
jnQ35lpZQpqxX-EJAAAAAA==,"['Deep Learning', 'Natural Language Processing', 'Computer Vision', 'Reinforcement Learning']",Deep Learning: Experience with deep learning techniques applied to complex data problems such as computer vision and natural language processing.; Natural Language Processing: Applying NLP methods to analyze and interpret human language data as part of AI-related tasks.; Computer Vision: Using AI techniques to enable machines to interpret and process visual information.; Reinforcement Learning: Applying reinforcement learning algorithms for decision-making and autonomous agent development.,"['Machine Learning', 'Regression Models', 'Classification', 'Supervised Learning', 'Unsupervised Learning', 'Scalable Machine Learning', 'Python Programming', 'Mathematical Foundations', 'Cloud Computing Platforms', 'Agile Methodologies']","Machine Learning: Designing, implementing, and deploying machine learning algorithms including regression, classification, supervised, and unsupervised learning for enterprise applications.; Regression Models: Applied as part of machine learning experience to model relationships between variables for predictive analytics.; Classification: Used in supervised learning tasks to categorize data points into predefined classes.; Supervised Learning: Developing models trained on labeled data to make predictions or classifications.; Unsupervised Learning: Applying algorithms to find patterns or groupings in unlabeled data.; Scalable Machine Learning: Experience with scalable ML techniques such as MapReduce and streaming to handle large datasets efficiently.; Python Programming: Using Python as the primary programming language for implementing machine learning models and data analysis.; Mathematical Foundations: Strong background in linear algebra, calculus, probability, and statistics to support algorithm development and data analysis.; Cloud Computing Platforms: Deploying and operating applications using Infrastructure as a Service (IaaS) and Platform as a Service (PaaS) on AWS, Azure, or Google Cloud.; Agile Methodologies: Working in an agile environment to manage multiple concurrent projects and iterative development."
